"key","name","voters","valid","valid_percentage"
564000,"Nürnberg, Krfr. St",340845,66638,"19,6"
565000,"Schwabach, Krfr. St",29973,6776,"22,6"
571111,"Adelshofen",746,51,"6,8"
571113,"Arberg, M",1796,297,"16,5"
571114,"Aurach",2324,440,"18,9"
571115,"Bechhofen, M",4721,704,"14,9"
571122,"Bruckberg",1024,193,"18,8"
571125,"Buch a.Wald",783,100,"12,8"
571127,"Burgoberbach",2695,667,"24,7"
571128,"Burk",877,205,"23,4"
571130,"Colmberg, M",1645,249,"15,1"
571132,"Dentlein a.Forst, M",1862,313,"16,8"
571134,"Diebach",895,106,"11,8"
571135,"Dietenhofen, M",4149,811,"19,5"
571136,"Dinkelsbühl, GKSt",9226,1595,"17,3"
571137,"Dombühl, M",1178,151,"12,8"
571139,"Dürrwangen, M",1967,347,"17,6"
571141,"Ehingen",1543,235,"15,2"
571145,"Feuchtwangen, St",9116,1531,"16,8"
571146,"Flachslanden, M",1907,450,"23,6"
571152,"Gebsattel",1373,239,"17,4"
571154,"Gerolfingen",791,116,"14,7"
571155,"Geslau",1073,105,"9,8"
571165,"Heilsbronn, St",6920,1755,"25,4"
571166,"Herrieden, St",6141,1168,"19,0"
571169,"Insingen",864,130,"15,0"
571170,"Langfurth",1658,315,"19,0"
571171,"Lehrberg, M",2330,419,"18,0"
571174,"Leutershausen, St",4350,828,"19,0"
571175,"Lichtenau, M",3013,704,"23,4"
571177,"Merkendorf, St",2245,418,"18,6"
571178,"Mitteleschenbach",1279,141,"11,0"
571179,"Mönchsroth",1192,202,"16,9"
571180,"Neuendettelsau",5648,1417,"25,1"
571181,"Neusitz",1605,235,"14,6"
571183,"Oberdachstetten",1276,300,"23,5"
571188,"Ohrenbach",487,79,"16,2"
571189,"Ornbau, St",1270,235,"18,5"
571190,"Petersaurach",3905,965,"24,7"
571192,"Röckingen",589,147,"25,0"
571193,"Rothenburg ob der Tauber, GKSt",8149,1611,"19,8"
571194,"Rügland",990,208,"21,0"
571196,"Sachsen b.Ansbach",2714,715,"26,3"
571198,"Schillingsfürst, St",2082,261,"12,5"
571199,"Schnelldorf",2791,566,"20,3"
571200,"Schopfloch, M",2211,324,"14,7"
571205,"Steinsfeld",990,136,"13,7"
571208,"Unterschwaningen",696,106,"15,2"
571214,"Wassertrüdingen, St",4489,695,"15,5"
571216,"Weidenbach, M",1626,407,"25,0"
571217,"Weihenzell",2285,532,"23,3"
571218,"Weiltingen, M",1103,136,"12,3"
571222,"Wettringen",736,106,"14,4"
571223,"Wieseth",1072,166,"15,5"
571224,"Wilburgstetten",1619,264,"16,3"
571225,"Windelsbach",855,100,"11,7"
571226,"Windsbach, St",4447,822,"18,5"
571227,"Wittelshofen",1014,134,"13,2"
571228,"Wörnitz",1287,156,"12,1"
571229,"Wolframs-Eschenbach, St",2394,472,"19,7"
572111,"Adelsdorf",6341,1155,"18,2"
572114,"Aurachtal",2322,389,"16,8"
572115,"Baiersdorf, St",5874,1297,"22,1"
572119,"Bubenreuth",3493,1054,"30,2"
572120,"Buckenhof",2374,929,"39,1"
572121,"Eckental, M",11268,2561,"22,7"
572126,"Gremsdorf",1180,132,"11,2"
572127,"Großenseebach",1899,454,"23,9"
572130,"Hemhofen",4149,959,"23,1"
572131,"Heroldsberg, M",6294,2079,"33,0"
572132,"Herzogenaurach, St",16515,3092,"18,7"
572133,"Heßdorf",2754,485,"17,6"
572135,"Höchstadt a.d.Aisch, St",10538,1632,"15,5"
572137,"Kalchreuth",2441,771,"31,6"
572139,"Lonnerstadt, M",1628,213,"13,1"
572141,"Marloffstein",1228,301,"24,5"
572142,"Möhrendorf",3612,1188,"32,9"
572143,"Mühlhausen, M",1377,194,"14,1"
572147,"Oberreichenbach",947,201,"21,2"
572149,"Röttenbach",3741,821,"21,9"
572154,"Spardorf",1625,541,"33,3"
572158,"Uttenreuth",3791,1138,"30,0"
572159,"Vestenbergsgreuth, M",1274,139,"10,9"
572160,"Wachenroth, M",1627,242,"14,9"
572164,"Weisendorf, M",4886,1027,"21,0"
573111,"Ammerndorf, M",1632,519,"31,8"
573114,"Cadolzburg, M",8786,2250,"25,6"
573115,"Großhabersdorf",3364,886,"26,3"
573120,"Langenzenn, St",8344,2063,"24,7"
573122,"Oberasbach, St",13877,3632,"26,2"
573123,"Obermichelbach",2619,724,"27,6"
573124,"Puschendorf",1836,526,"28,6"
573125,"Roßtal, M",7925,2100,"26,5"
573126,"Seukendorf",2543,587,"23,1"
573127,"Stein, St",10522,3018,"28,7"
573129,"Tuchenbach",1066,263,"24,7"
573130,"Veitsbronn",5136,1341,"26,1"
573133,"Wilhermsdorf, M",4133,762,"18,4"
573134,"Zirndorf, St",19653,4491,"22,9"
574111,"Alfeld",870,110,"12,6"
574112,"Altdorf b.Nürnberg, St",11844,2408,"20,3"
574117,"Burgthann",8935,2279,"25,5"
574120,"Engelthal",890,195,"21,9"
574123,"Feucht, M",10562,3235,"30,6"
574128,"Happurg",2907,662,"22,8"
574129,"Hartenstein",1033,168,"16,3"
574131,"Henfenfeld",1436,345,"24,0"
574132,"Hersbruck, St",9480,2460,"25,9"
574135,"Kirchensittenbach",1663,335,"20,1"
574138,"Lauf a.d.Pegnitz, St",19561,3980,"20,3"
574139,"Leinburg",5312,1191,"22,4"
574140,"Neuhaus a.d.Pegnitz, M",2191,378,"17,3"
574141,"Neunkirchen a.Sand",3583,714,"19,9"
574145,"Offenhausen",1311,236,"18,0"
574146,"Ottensoos",1624,465,"28,6"
574147,"Pommelsbrunn",4254,900,"21,2"
574150,"Reichenschwand",1862,444,"23,8"
574152,"Röthenbach a.d.Pegnitz, St",8541,1679,"19,7"
574154,"Rückersdorf",3566,1150,"32,2"
574155,"Schnaittach, M",6421,1250,"19,5"
574156,"Schwaig b.Nürnberg",6826,1734,"25,4"
574157,"Schwarzenbruck",6240,1570,"25,2"
574158,"Simmelsdorf",2597,507,"19,5"
574160,"Velden, St",1376,324,"23,5"
574161,"Vorra",1329,289,"21,7"
574164,"Winkelhaid",3347,732,"21,9"
575112,"Bad Windsheim, St",8911,1313,"14,7"
575113,"Baudenbach, M",923,150,"16,3"
575115,"Burgbernheim, St",2501,447,"17,9"
575116,"Burghaslach, M",1911,325,"17,0"
575117,"Dachsbach, M",1397,195,"14,0"
575118,"Diespeck",2970,569,"19,2"
575119,"Dietersheim",1709,277,"16,2"
575121,"Emskirchen, M",4735,973,"20,5"
575122,"Ergersheim",854,60,"7,0"
575124,"Gallmersgarten",600,90,"15,0"
575125,"Gerhardshofen",1975,352,"17,8"
575127,"Gollhofen",659,73,"11,1"
575128,"Gutenstetten",1031,219,"21,2"
575129,"Hagenbüchach",1102,206,"18,7"
575130,"Hemmersheim",530,40,"7,5"
575133,"Illesheim",709,60,"8,5"
575134,"Ippesheim, M",874,80,"9,2"
575135,"Ipsheim, M",1704,281,"16,5"
575138,"Langenfeld",854,167,"19,6"
575143,"Marktbergel, M",1215,173,"14,2"
575144,"Markt Bibart, M",1470,242,"16,5"
575145,"Markt Erlbach, M",4373,894,"20,4"
575146,"Markt Nordheim, M",879,90,"10,2"
575147,"Markt Taschendorf, M",782,87,"11,1"
575150,"Münchsteinach",1144,257,"22,5"
575152,"Neuhof a.d.Zenn, M",1720,366,"21,3"
575153,"Neustadt a.d.Aisch, St",9968,1781,"17,9"
575155,"Oberickelsheim",575,70,"12,2"
575156,"Obernzenn, M",2033,406,"20,0"
575157,"Oberscheinfeld, M",957,151,"15,8"
575161,"Scheinfeld, St",3560,581,"16,3"
575163,"Simmershofen",720,71,"9,9"
575165,"Sugenheim, M",1850,233,"12,6"
575166,"Trautskirchen",1059,225,"21,2"
575167,"Uehlfeld, M",2296,362,"15,8"
575168,"Uffenheim, St",4822,581,"12,0"
575179,"Weigenheim",766,91,"11,9"
575181,"Wilhelmsdorf",1140,241,"21,1"
576111,"Abenberg, St",4329,759,"17,5"
576113,"Allersberg, M",6313,1426,"22,6"
576117,"Büchenbach",4169,966,"23,2"
576121,"Georgensgmünd",5281,1037,"19,6"
576122,"Greding, St",5459,636,"11,7"
576126,"Heideck, St",3668,663,"18,1"
576127,"Hilpoltstein, St",10163,2415,"23,8"
576128,"Kammerstein",2322,441,"19,0"
576132,"Schwanstetten, M",5818,1403,"24,1"
576137,"Rednitzhembach",5412,1536,"28,4"
576141,"Röttenbach",2264,401,"17,7"
576142,"Rohr",2893,533,"18,4"
576143,"Roth, St",18979,3467,"18,3"
576147,"Spalt, St",4023,673,"16,7"
576148,"Thalmässing, M",4093,813,"19,9"
576151,"Wendelstein, M",12619,3003,"23,8"
577111,"Absberg, M",1118,117,"10,5"
577113,"Alesheim",751,106,"14,1"
577114,"Muhr a.See",1857,476,"25,6"
577115,"Bergen",868,102,"11,8"
577120,"Burgsalach",952,139,"14,6"
577122,"Dittenheim",1425,128,"9,0"
577125,"Ellingen, St",3003,584,"19,4"
577127,"Ettenstatt",664,67,"10,1"
577133,"Gnotzheim, M",673,97,"14,4"
577136,"Gunzenhausen, St",12605,2359,"18,7"
577138,"Haundorf",2153,267,"12,4"
577140,"Heidenheim, M",1968,277,"14,1"
577141,"Höttingen",919,211,"23,0"
577148,"Langenaltheim",1714,311,"18,1"
577149,"Markt Berolzheim, M",1035,257,"24,8"
577150,"Meinheim",649,113,"17,4"
577151,"Nennslingen, M",1127,183,"16,2"
577158,"Pappenheim, St",3021,447,"14,8"
577159,"Pfofeld",1219,210,"17,2"
577161,"Pleinfeld, M",5847,1043,"17,8"
577162,"Polsingen",1446,206,"14,2"
577163,"Raitenbuch",951,141,"14,8"
577168,"Solnhofen",1220,241,"19,8"
577172,"Theilenhofen",931,120,"12,9"
577173,"Treuchtlingen, St",9453,1620,"17,1"
577177,"Weißenburg i.Bay., GKSt",13433,2628,"19,6"
577179,"Westheim",930,148,"15,9"
661000,"Aschaffenburg, Krfr. St",49636,7837,"15,8"
662000,"Schweinfurt, Krfr. St",37290,5129,"13,8"
663000,"Würzburg, Krfr. St",98402,20542,"20,9"
671111,"Alzenau, St",14224,2825,"19,9"
671112,"Bessenbach",4444,853,"19,2"
671113,"Blankenbach",1208,227,"18,8"
671114,"Karlstein a.Main",6140,1180,"19,2"
671119,"Geiselbach",1638,231,"14,1"
671120,"Glattbach",2624,530,"20,2"
671121,"Goldbach, M",7529,1663,"22,1"
671122,"Großostheim, M",12157,2162,"17,8"
671124,"Haibach",6543,1436,"21,9"
671126,"Heigenbrücken",1709,375,"21,9"
671127,"Heimbuchenthal",1689,307,"18,2"
671128,"Heinrichsthal",702,76,"10,8"
671130,"Hösbach, M",10280,1845,"17,9"
671133,"Johannesberg",3098,756,"24,4"
671134,"Kahl a.Main",5985,1101,"18,4"
671135,"Kleinkahl",1467,197,"13,4"
671136,"Kleinostheim",6084,1401,"23,0"
671138,"Krombach",1679,274,"16,3"
671139,"Laufach",3791,813,"21,4"
671140,"Mainaschaff",6493,991,"15,3"
671141,"Mespelbrunn",1708,153,"9,0"
671143,"Mömbris, M",9286,1866,"20,1"
671148,"Rothenbuch",1393,235,"16,9"
671150,"Sailauf",2892,810,"28,0"
671152,"Schöllkrippen, M",3109,595,"19,1"
671153,"Sommerkahl",952,179,"18,8"
671155,"Stockstadt a.Main, M",5388,828,"15,4"
671156,"Waldaschaff",2947,601,"20,4"
671157,"Weibersbrunn",1518,189,"12,5"
671159,"Westerngrund",1579,175,"11,1"
671160,"Dammbach",1452,166,"11,4"
671162,"Wiesen",848,119,"14,0"
672111,"Aura a.d.Saale",712,108,"15,2"
672112,"Bad Bocklet, M",3682,788,"21,4"
672113,"Bad Brückenau, St",5012,503,"10,0"
672114,"Bad Kissingen, GKSt",17573,3006,"17,1"
672117,"Burkardroth, M",6081,1038,"17,1"
672121,"Elfershausen, M",2282,442,"19,4"
672122,"Euerdorf, M",1228,201,"16,4"
672124,"Fuchsstadt",1484,278,"18,7"
672126,"Geroda, M",715,70,"9,8"
672127,"Hammelburg, St",8925,1366,"15,3"
672131,"Maßbach, M",3650,649,"17,8"
672134,"Motten",1350,80,"5,9"
672135,"Münnerstadt, St",6253,1087,"17,4"
672136,"Nüdlingen",3198,605,"18,9"
672138,"Oberleichtersbach",1654,172,"10,4"
672139,"Oberthulba, M",4059,611,"15,1"
672140,"Oerlenbach",4066,591,"14,5"
672142,"Ramsthal",928,122,"13,1"
672143,"Rannungen",946,205,"21,7"
672145,"Riedenberg",776,62,"8,0"
672149,"Schondra, M",1325,116,"8,8"
672155,"Sulzthal, M",708,174,"24,6"
672157,"Thundorf i.UFr.",871,159,"18,3"
672161,"Wartmannsroth",1771,234,"13,2"
672163,"Wildflecken, M",2307,212,"9,2"
672166,"Zeitlofs, M",1699,191,"11,2"
673113,"Aubstadt",614,76,"12,4"
673114,"Bad Neustadt a.d.Saale, St",11539,1858,"16,1"
673116,"Bastheim",1723,379,"22,0"
673117,"Bischofsheim a.d.Rhön, St",3918,480,"12,3"
673123,"Fladungen, St",1735,300,"17,3"
673126,"Großbardorf",742,108,"14,6"
673127,"Großeibstadt",900,132,"14,7"
673129,"Hausen",551,81,"14,7"
673130,"Hendungen",724,114,"15,7"
673131,"Herbstadt",496,50,"10,1"
673133,"Heustreu",1053,183,"17,4"
673134,"Höchheim",891,97,"10,9"
673135,"Hohenroth",2886,494,"17,1"
673136,"Hollstadt",1207,257,"21,3"
673141,"Bad Königshofen i.Grabfeld, St",4614,700,"15,2"
673142,"Mellrichstadt, St",4445,723,"16,3"
673146,"Niederlauer",1343,244,"18,2"
673147,"Nordheim v.d.Rhön",921,99,"10,7"
673149,"Oberelsbach, M",2171,395,"18,2"
673151,"Oberstreu",1252,174,"13,9"
673153,"Ostheim v.d.Rhön, St",2767,505,"18,3"
673156,"Rödelmaier",754,137,"18,2"
673160,"Saal a.d.Saale, M",1209,245,"20,3"
673161,"Salz",1806,321,"17,8"
673162,"Sandberg",2039,266,"13,0"
673163,"Schönau a.d.Brend",1023,209,"20,4"
673167,"Sondheim v.d.Rhön",736,59,"8,0"
673170,"Stockheim",867,164,"18,9"
673171,"Strahlungen",766,67,"8,7"
673172,"Sulzdorf a.d.Lederhecke",934,115,"12,3"
673173,"Sulzfeld",1373,202,"14,7"
673174,"Trappstadt, M",810,70,"8,6"
673175,"Unsleben",767,170,"22,2"
673182,"Willmars",440,77,"17,5"
673183,"Wollbach",1059,282,"26,6"
673184,"Wülfershausen a.d.Saale",1200,239,"19,9"
673186,"Burglauer",1346,204,"15,2"
674111,"Aidhausen",1416,200,"14,1"
674118,"Breitbrunn",858,110,"12,8"
674120,"Bundorf",763,115,"15,1"
674121,"Burgpreppach, M",1099,92,"8,4"
674129,"Ebelsbach",3066,439,"14,3"
674130,"Ebern, St",5918,832,"14,1"
674133,"Eltmann, St",4121,685,"16,6"
674139,"Gädheim",1027,185,"18,0"
674147,"Haßfurt, St",10765,1982,"18,4"
674149,"Hofheim i.UFr., St",4096,659,"16,1"
674153,"Riedbach",1382,213,"15,4"
674159,"Oberaurach",3241,400,"12,3"
674160,"Kirchlauter",1088,120,"11,0"
674163,"Knetzgau",5121,758,"14,8"
674164,"Königsberg i.Bay., St",2996,505,"16,9"
674171,"Maroldsweisach, M",2677,322,"12,0"
674180,"Theres",2196,436,"19,9"
674184,"Pfarrweisach",1234,111,"9,0"
674187,"Rauhenebrach",2359,308,"13,1"
674190,"Rentweinsdorf, M",1273,226,"17,8"
674195,"Sand a.Main",2528,497,"19,7"
674201,"Stettfeld",958,131,"13,7"
674210,"Untermerzbach",1378,245,"17,8"
674219,"Wonfurt",1554,272,"17,5"
674221,"Zeil a.Main, St",4403,730,"16,6"
674223,"Ermershausen",458,57,"12,4"
675111,"Abtswind, M",688,101,"14,7"
675112,"Albertshofen",1645,238,"14,5"
675113,"Biebelried",992,78,"7,9"
675114,"Buchbrunn",888,191,"21,5"
675116,"Castell",661,112,"16,9"
675117,"Dettelbach, St",5542,945,"17,1"
675127,"Geiselwind, M",1812,211,"11,6"
675131,"Großlangheim, M",1271,155,"12,2"
675139,"Iphofen, St",3715,689,"18,5"
675141,"Kitzingen, GKSt",14998,2421,"16,1"
675142,"Kleinlangheim, M",1335,157,"11,8"
675144,"Mainbernheim, St",1786,404,"22,6"
675146,"Mainstockheim",1468,327,"22,3"
675147,"Marktbreit, St",2884,602,"20,9"
675148,"Markt Einersheim, M",954,138,"14,5"
675149,"Marktsteft, St",1508,171,"11,3"
675150,"Martinsheim",804,116,"14,4"
675155,"Nordheim a.Main",800,80,"10,0"
675156,"Obernbreit, M",1420,265,"18,7"
675158,"Prichsenstadt, St",2426,395,"16,3"
675161,"Rödelsee",1427,220,"15,4"
675162,"Rüdenhausen, M",690,71,"10,3"
675165,"Schwarzach a.Main, M",2846,508,"17,8"
675166,"Segnitz",664,96,"14,5"
675167,"Seinsheim, M",850,105,"12,4"
675169,"Sommerach",1094,170,"15,5"
675170,"Sulzfeld a.Main",1039,154,"14,8"
675174,"Volkach, St",7106,1180,"16,6"
675177,"Wiesenbronn",826,88,"10,7"
675178,"Wiesentheid, M",3722,660,"17,7"
675179,"Willanzheim, M",1289,189,"14,7"
676111,"Altenbuch",991,77,"7,8"
676112,"Amorbach, St",2953,595,"20,1"
676116,"Bürgstadt, M",3273,592,"18,1"
676117,"Collenberg",1842,287,"15,6"
676118,"Dorfprozelten",1374,298,"21,7"
676119,"Eichenbühl",1984,253,"12,8"
676121,"Elsenfeld, M",6087,1281,"21,0"
676122,"Erlenbach a.Main, St",6672,1318,"19,8"
676123,"Eschau, M",3018,422,"14,0"
676124,"Faulbach",2055,340,"16,5"
676125,"Großheubach, M",3905,676,"17,3"
676126,"Großwallstadt",3173,663,"20,9"
676128,"Hausen",1445,376,"26,0"
676131,"Kirchzell, M",1786,335,"18,8"
676132,"Kleinheubach, M",2547,495,"19,4"
676133,"Kleinwallstadt, M",4303,1139,"26,5"
676134,"Klingenberg a.Main, St",4332,726,"16,8"
676135,"Laudenbach",1080,215,"19,9"
676136,"Leidersbach",3660,677,"18,5"
676139,"Miltenberg, St",6701,1095,"16,3"
676140,"Mömlingen",3753,617,"16,4"
676141,"Mönchberg, M",2030,346,"17,0"
676143,"Neunkirchen",1197,158,"13,2"
676144,"Niedernberg",3919,957,"24,4"
676145,"Obernburg a.Main, St",6329,1092,"17,3"
676151,"Röllbach",1278,179,"14,0"
676153,"Rüdenau",583,150,"25,7"
676156,"Schneeberg, M",1348,278,"20,6"
676158,"Stadtprozelten, St",1120,114,"10,2"
676160,"Sulzbach a.Main, M",5585,1497,"26,8"
676165,"Weilbach, M",1755,299,"17,0"
676169,"Wörth a.Main, St",3293,629,"19,1"
677114,"Arnstein, St",6453,823,"12,8"
677116,"Aura i.Sinngrund",785,96,"12,2"
677119,"Birkenfeld",1732,231,"13,3"
677120,"Bischbrunn",1458,146,"10,0"
677122,"Burgsinn, M",1952,285,"14,6"
677125,"Erlenbach b.Marktheidenfeld",1946,290,"14,9"
677126,"Esselbach",1648,289,"17,5"
677127,"Eußenheim",2565,282,"11,0"
677128,"Fellen",664,90,"13,6"
677129,"Frammersbach, M",3594,682,"19,0"
677131,"Gemünden a.Main, St",8080,1240,"15,3"
677132,"Gössenheim",970,156,"16,1"
677133,"Gräfendorf",1113,129,"11,6"
677135,"Hafenlohr",1519,185,"12,2"
677137,"Hasloch",968,139,"14,4"
677142,"Himmelstadt",1330,195,"14,7"
677146,"Karbach, M",1125,137,"12,2"
677148,"Karlstadt, St",11464,1739,"15,2"
677149,"Karsbach",1409,133,"9,4"
677151,"Kreuzwertheim, M",2988,505,"16,9"
677154,"Triefenstein, M",3464,580,"16,7"
677155,"Lohr a.Main, St",11505,1785,"15,5"
677157,"Marktheidenfeld, St",8446,1312,"15,5"
677159,"Mittelsinn",656,104,"15,9"
677164,"Neuendorf",698,118,"16,9"
677165,"Neuhütten",946,129,"13,6"
677166,"Neustadt a.Main",1000,140,"14,0"
677169,"Obersinn, M",797,117,"14,7"
677170,"Partenstein",2299,383,"16,7"
677172,"Rechtenbach",795,54,"6,8"
677175,"Retzstadt",1284,155,"12,1"
677177,"Rieneck, St",1564,184,"11,8"
677178,"Roden",787,116,"14,7"
677181,"Rothenfels, St",794,127,"16,0"
677182,"Schollbrunn",721,63,"8,7"
677186,"Steinfeld",1743,225,"12,9"
677189,"Thüngen, M",1073,106,"9,9"
677193,"Urspringen",1122,113,"10,1"
677200,"Wiesthal",1075,111,"10,3"
677203,"Zellingen, M",5051,833,"16,5"
678115,"Bergrheinfeld",4140,760,"18,4"
678122,"Dingolshausen",1051,193,"18,4"
678123,"Dittelbrunn",5893,1093,"18,5"
678124,"Donnersdorf",1512,155,"10,3"
678128,"Euerbach",2450,501,"20,4"
678130,"Frankenwinheim",752,107,"14,2"
678132,"Geldersheim",2196,325,"14,8"
678134,"Gerolzhofen, St",5398,924,"17,1"
678135,"Gochsheim",4840,773,"16,0"
678136,"Grafenrheinfeld",2721,556,"20,4"
678138,"Grettstadt",3317,665,"20,0"
678150,"Kolitzheim",4486,706,"15,7"
678153,"Lülsfeld",682,133,"19,5"
678157,"Michelau i.Steigerwald",903,143,"15,8"
678160,"Niederwerrn",6068,1160,"19,1"
678164,"Oberschwarzach, M",1150,119,"10,3"
678168,"Poppenhausen",3431,647,"18,9"
678170,"Röthlein",3656,756,"20,7"
678174,"Schonungen",6130,1187,"19,4"
678175,"Schwanfeld",1509,289,"19,2"
678176,"Schwebheim",3358,770,"22,9"
678178,"Sennfeld",3314,580,"17,5"
678181,"Stadtlauringen, M",3294,575,"17,5"
678183,"Sulzheim",1602,283,"17,7"
678186,"Üchtelhausen",3128,479,"15,3"
678190,"Waigolshausen",2215,429,"19,4"
678192,"Wasserlosen",2758,529,"19,2"
678193,"Werneck, M",8413,1492,"17,7"
678196,"Wipfeld",867,162,"18,7"
679114,"Aub, St",1119,179,"16,0"
679117,"Bergtheim",2901,633,"21,8"
679118,"Bieberehren",727,106,"14,6"
679122,"Bütthard, M",1054,111,"10,5"
679124,"Eibelstadt, St",2462,630,"25,6"
679126,"Eisingen",2565,613,"23,9"
679128,"Erlabrunn",1427,373,"26,1"
679130,"Estenfeld",4119,958,"23,3"
679131,"Frickenhausen a.Main, M",996,107,"10,7"
679134,"Gaukönigshofen",1970,269,"13,7"
679135,"Gelchsheim, M",657,61,"9,3"
679136,"Gerbrunn",4866,1165,"23,9"
679137,"Geroldshausen",1010,219,"21,7"
679138,"Giebelstadt, M",3939,546,"13,9"
679141,"Greußenheim",1309,173,"13,2"
679142,"Güntersleben",3491,699,"20,0"
679143,"Hausen b.Würzburg",1950,375,"19,2"
679144,"Helmstadt, M",2137,328,"15,3"
679146,"Hettstadt",2856,586,"20,5"
679147,"Höchberg, M",7413,1936,"26,1"
679149,"Holzkirchen",795,101,"12,7"
679153,"Kirchheim",1692,350,"20,7"
679154,"Kist",2064,364,"17,6"
679155,"Kleinrinderfeld",1621,318,"19,6"
679156,"Kürnach",3708,899,"24,2"
679161,"Margetshöchheim",2524,847,"33,6"
679164,"Neubrunn, M",1790,278,"15,5"
679165,"Altertheim",1631,249,"15,3"
679167,"Eisenheim, M",1044,298,"28,5"
679169,"Oberpleichfeld",904,133,"14,7"
679170,"Ochsenfurt, St",8584,1661,"19,3"
679174,"Prosselsheim",919,143,"15,6"
679175,"Randersacker, M",2784,845,"30,4"
679176,"Reichenberg, M",3286,666,"20,3"
679177,"Remlingen, M",1185,175,"14,8"
679179,"Riedenheim",593,35,"5,9"
679180,"Rimpar, M",6062,1060,"17,5"
679182,"Röttingen, St",1338,154,"11,5"
679185,"Rottendorf",4178,844,"20,2"
679187,"Sommerhausen, M",1552,384,"24,7"
679188,"Sonderhofen",653,53,"8,1"
679192,"Tauberrettersheim",670,35,"5,2"
679193,"Theilheim",1856,394,"21,2"
679194,"Thüngersheim",2200,361,"16,4"
679196,"Uettingen",1423,251,"17,6"
679200,"Leinach",2527,443,"17,5"
679201,"Unterpleichfeld",2318,420,"18,1"
679202,"Veitshöchheim",7553,1584,"21,0"
679204,"Waldbrunn",2222,546,"24,6"
679205,"Waldbüttelbrunn",3853,808,"21,0"
679206,"Winterhausen, M",1124,270,"24,0"
679209,"Zell a.Main, M",3296,946,"28,7"
761000,"Augsburg, Krfr. St",189077,38897,"20,6"
762000,"Kaufbeuren, Krfr. St",31243,4973,"15,9"
763000,"Kempten (Allgäu), Krfr. St",48412,8248,"17,0"
764000,"Memmingen, Krfr. St",29311,5063,"17,3"
771111,"Adelzhausen",1321,223,"16,9"
771112,"Affing",4206,748,"17,8"
771113,"Aichach, St",15660,2756,"17,6"
771114,"Aindling, M",3485,661,"19,0"
771122,"Dasing",4234,763,"18,0"
771129,"Eurasburg",1291,268,"20,8"
771130,"Friedberg, St",22814,5635,"24,7"
771140,"Hollenbach",1864,284,"15,2"
771141,"Inchenhofen, M",1921,270,"14,1"
771142,"Kissing",8596,2117,"24,6"
771144,"Kühbach, M",3251,527,"16,2"
771145,"Merching",2452,521,"21,2"
771146,"Mering, M",10675,2683,"25,1"
771149,"Obergriesbach",1562,404,"25,9"
771155,"Petersdorf",1339,262,"19,6"
771156,"Pöttmes, M",4945,804,"16,3"
771158,"Rehling",1931,378,"19,6"
771160,"Ried",2395,444,"18,5"
771162,"Schiltberg",1531,178,"11,6"
771163,"Schmiechen",1029,218,"21,2"
771165,"Sielenbach",1303,227,"17,4"
771168,"Steindorf",753,121,"16,1"
771169,"Todtenweis",1096,193,"17,6"
771176,"Baar (Schwaben)",895,200,"22,3"
772111,"Adelsried",1853,412,"22,2"
772114,"Allmannshofen",689,134,"19,4"
772115,"Altenmünster",3188,717,"22,5"
772117,"Aystetten",2292,577,"25,2"
772121,"Biberbach, M",2781,674,"24,2"
772125,"Bobingen, St",12089,3251,"26,9"
772126,"Bonstetten",1073,272,"25,3"
772130,"Diedorf, M",8081,1971,"24,4"
772131,"Dinkelscherben, M",5061,1167,"23,1"
772134,"Ehingen",834,143,"17,1"
772136,"Ellgau",834,95,"11,4"
772137,"Emersacker",1084,225,"20,8"
772141,"Fischach, M",3638,659,"18,1"
772145,"Gablingen",3644,932,"25,6"
772147,"Gersthofen, St",15506,2746,"17,7"
772148,"Gessertshausen",3377,790,"23,4"
772149,"Graben",2984,569,"19,1"
772151,"Großaitingen",4046,1058,"26,1"
772156,"Heretsried",798,174,"21,8"
772157,"Hiltenfingen",1150,153,"13,3"
772159,"Horgau",2202,684,"31,1"
772160,"Kleinaitingen",974,114,"11,7"
772162,"Klosterlechfeld",2220,409,"18,4"
772163,"Königsbrunn, St",20780,4355,"21,0"
772166,"Kühlenthal",659,140,"21,2"
772167,"Kutzenhausen",1963,483,"24,6"
772168,"Langenneufnach",1319,266,"20,2"
772170,"Langerringen",2978,561,"18,8"
772171,"Langweid a.Lech",5547,1004,"18,1"
772177,"Meitingen, M",8640,1863,"21,6"
772178,"Mickhausen",1092,181,"16,6"
772179,"Mittelneufnach",819,112,"13,7"
772184,"Neusäß, St",16525,3785,"22,9"
772185,"Nordendorf",1880,369,"19,6"
772186,"Oberottmarshausen",1315,349,"26,5"
772197,"Scherstetten",819,130,"15,9"
772200,"Schwabmünchen, St",10666,2236,"21,0"
772202,"Stadtbergen, St",10958,2923,"26,7"
772207,"Thierhaupten, M",3047,625,"20,5"
772209,"Untermeitingen",5360,961,"17,9"
772211,"Ustersbach",787,183,"23,3"
772214,"Walkertshofen",830,155,"18,7"
772215,"Wehringen",2317,542,"23,4"
772216,"Welden, M",2942,692,"23,5"
772217,"Westendorf",1257,332,"26,4"
772223,"Zusmarshausen, M",4856,1074,"22,1"
773111,"Aislingen, M",1055,153,"14,5"
773112,"Bachhagel",1804,241,"13,4"
773113,"Bächingen a.d.Brenz",1017,145,"14,3"
773116,"Binswangen",1083,183,"16,9"
773117,"Bissingen, M",2887,380,"13,2"
